TestCaseID,Kind,Subtype,TestGroup,DocTypeCode,DocClass,TaxCategory,TransactionFlags,ItemType,Currency,Scenario/CondFields,SeedXML,InstanceXML,Mutation/Build,PredictedOutcome,ExpectedRuleID,RuleLayer,BusinessTerms,RuleMessage,RejectSource,ActualOutcome,FiredRuleIDs,Status,SourceRef,Notes
NEG:ibr-071,Negative,per-assert,References/Dates,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-071: An invoice should not include an AdditonalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifi [IBG-24,IBT-018,IBT-125]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-071.xml,"seed=pint-invoice/Standard tax invoice.xml ; add . (<cac:AdditionalDocumentReference><cbc:ID>R1</cbc:ID><cbc:DocumentTypeCode>130</cbc:DocumentTypeCode><cac:Attachment><cbc:EmbeddedDocumentBinaryObject mimeCode=""application/pdf"" filename=""x.pdf"">eHg=</cbc:EmbeddedDocumentBinaryObject></cac:Attachment></cac:AdditionalDocumentReference>)",INVALID (fires ibr-071),ibr-071,BASE,"IBG-24,IBT-018,IBT-125",An invoice should not include an AdditonalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifi,schematron,FAIL,ibr-071,VERIFIED,schematron BASE,
NEG:ibr-072,Negative,per-assert,References/Dates,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-072: An invoice MUST not include an AdditionalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifie [IBG-24,IBT-018,IBT-123]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-072.xml,seed=pint-invoice/Standard tax invoice.xml ; add . (<cac:AdditionalDocumentReference><cbc:ID>R1</cbc:ID><cbc:DocumentTypeCode>130</cbc:DocumentTypeCode><cbc:DocumentDescription>d</cbc:DocumentDescription></cac:AdditionalDocumentReference>),INVALID (fires ibr-072),ibr-072,BASE,"IBG-24,IBT-018,IBT-123",An invoice MUST not include an AdditionalDocumentReference (ibg-24) simultaneously referring an Invoice Object Identifie,schematron,FAIL,ibr-072,VERIFIED,schematron BASE,
NEG:ibr-076,Negative,per-assert,Doc-Type,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-076: Business process (ibt-023) MUST be provided. [IBT-023],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-076.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del /ubl:Invoice/cbc:ProfileID,INVALID (fires ibr-076),ibr-076,BASE,IBT-023,Business process (ibt-023) MUST be provided.,schematron,FAIL,aligned-ibrp-002-ae;ibr-076,VERIFIED,schematron BASE,co-fires EXPECTED (aligned-ibrp-002-ae): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-078,Negative,per-assert,References/Dates,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-078: Only one invoiced object (ibt-018) is allowed on document level. [IBT-018],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-078.xml,seed=pint-invoice/Standard tax invoice.xml ; add . (<cac:AdditionalDocumentReference><cbc:ID>R1</cbc:ID><cbc:DocumentTypeCode>130</cbc:DocumentTypeCode></cac:AdditionalDocumentReference><cac:AdditionalDocumentReference><cbc:ID>R2</cbc:ID><cbc:DocumentTypeCode>130</cbc:DocumentTypeCode></cac:AdditionalDocumentReference>),INVALID (fires ibr-078),ibr-078,BASE,IBT-018,Only one invoiced object (ibt-018) is allowed on document level.,schematron,FAIL,ibr-078,VERIFIED,schematron BASE,
NEG:ibr-084,Negative,per-assert,Currency/FX,380,Tax Invoice,Z,Exports,G,USD,"Fault injected to violate ibr-084: Invoice total tax amount (ibt-110) and Invoice total tax amount in accounting currency (ibt-111) MUST have the same oper [IBT-110,IBT-111]",pint-invoice/Exports.xml,catalog_xml/NEG_ibr-084.xml,seed=pint-invoice/Exports.xml ; set cac:TaxTotal/cbc:TaxAmount[@currencyID='USD'] = 5 ; set cac:TaxTotal/cbc:TaxAmount[@currencyID='AED'] = -5,INVALID (fires ibr-084),ibr-084,BASE,"IBT-110,IBT-111",Invoice total tax amount (ibt-110) and Invoice total tax amount in accounting currency (ibt-111) MUST have the same oper,schematron,FAIL,ibr-084;ibr-co-14;ibr-co-15,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-14;ibr-co-15): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-090,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-090: Only one project reference (ibt-011) is allowed on document level. [IBT-011],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-090.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:ProjectReference,INVALID (fires ibr-090),ibr-090,BASE,IBT-011,Only one project reference (ibt-011) is allowed on document level.,schematron,FAIL,ibr-090;ibr-sr-39,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-sr-39): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-094,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-094: Contract reference (ibt-012) MUST occur maximum once. [IBT-012],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-094.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:ContractDocumentReference/cbc:ID,INVALID (fires ibr-094),ibr-094,BASE,IBT-012,Contract reference (ibt-012) MUST occur maximum once.,schematron,FAIL,ibr-094,VERIFIED,schematron BASE,
NEG:ibr-095,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-095: Receiving advice reference (ibt-015) MUST occur maximum once. [IBT-015],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-095.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:ReceiptDocumentReference/cbc:ID,INVALID (fires ibr-095),ibr-095,BASE,IBT-015,Receiving advice reference (ibt-015) MUST occur maximum once.,schematron,FAIL,ibr-095,VERIFIED,schematron BASE,
NEG:ibr-096,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-096: Despatch advice reference (ibt-016) MUST occur maximum once. [IBT-016],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-096.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:DespatchDocumentReference/cbc:ID,INVALID (fires ibr-096),ibr-096,BASE,IBT-016,Despatch advice reference (ibt-016) MUST occur maximum once.,schematron,FAIL,ibr-096,VERIFIED,schematron BASE,
NEG:ibr-097,Negative,documented,References/Dates,n/a,n/a,n/a,n/a,n/a,n/a,Assert ibr-097 unreachable via harness (XSLT-RUNTIME-CRASH). Requirement: Invoicing period (ibg-14) MUST occur maximum once.,,(documented — no instance),,INVALID,ibr-097,BASE,IBG-14,Invoicing period (ibg-14) MUST occur maximum once.,,,,DOCUMENTED,schematron BASE,XSLT-RUNTIME-CRASH
NEG:ibr-098,Negative,documented,Party/Identifier,n/a,n/a,n/a,n/a,n/a,n/a,Assert ibr-098 unreachable via harness (XSLT-RUNTIME-CRASH). Requirement: Seller name (ibt-027) MUST occur maximum once.,,(documented — no instance),,INVALID,ibr-098,BASE,IBT-027,Seller name (ibt-027) MUST occur maximum once.,,,,DOCUMENTED,schematron BASE,XSLT-RUNTIME-CRASH
NEG:ibr-099,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-099: Seller trader name (ibt-028) MUST occur maximum once. [IBT-028],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-099.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName/cbc:Name,INVALID (fires ibr-099),ibr-099,BASE,IBT-028,Seller trader name (ibt-028) MUST occur maximum once.,schematron,FAIL,ibr-099,VERIFIED,schematron BASE,
NEG:ibr-100,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-100: Seller legal registration identifier (ibt-030) MUST occur maximum once. [IBT-030],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-100.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,INVALID (fires ibr-100),ibr-100,BASE,IBT-030,Seller legal registration identifier (ibt-030) MUST occur maximum once.,schematron,FAIL,ibr-100,VERIFIED,schematron BASE,
NEG:ibr-101,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-101: Seller additional legal information (ibt-033) MUST occur maximum once. [IBT-033],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-101.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalForm,INVALID (fires ibr-101),ibr-101,BASE,IBT-033,Seller additional legal information (ibt-033) MUST occur maximum once.,schematron,FAIL,ibr-101,VERIFIED,schematron BASE,
NEG:ibr-102,Negative,documented,Party/Identifier,n/a,n/a,n/a,n/a,n/a,n/a,Assert ibr-102 unreachable via harness (XSLT-RUNTIME-CRASH). Requirement: Buyer name (ibt-044) MUST occur maximum once.,,(documented — no instance),,INVALID,ibr-102,BASE,IBT-044,Buyer name (ibt-044) MUST occur maximum once.,,,,DOCUMENTED,schematron BASE,XSLT-RUNTIME-CRASH
NEG:ibr-103,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-103: Buyer legal registration identifier (ibt-047) MUST occur maximum once. [IBT-047],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-103.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,INVALID (fires ibr-103),ibr-103,BASE,IBT-047,Buyer legal registration identifier (ibt-047) MUST occur maximum once.,schematron,FAIL,ibr-103,VERIFIED,schematron BASE,
NEG:ibr-104,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-104: Buyer tax identifier (ibt-048) MUST occur maximum once. [IBT-048],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-104.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,INVALID (fires ibr-104),ibr-104,BASE,IBT-048,Buyer tax identifier (ibt-048) MUST occur maximum once.,schematron,FAIL,ibr-104;ibr-179-ae,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-179-ae): redundant cardinality guard — duplicating the element trips every max-once rule on it
NEG:ibr-107,Negative,per-assert,Cardinality,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-107: Deliver to information (ibg-13) MUST occur maximum once. [IBG-13],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-107.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:Delivery,INVALID (fires ibr-107),ibr-107,BASE,IBG-13,Deliver to information (ibg-13) MUST occur maximum once.,schematron,FAIL,ibr-107,VERIFIED,schematron BASE,
NEG:ibr-112,Negative,per-assert,Party/Identifier,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-112: Buyer trader name (ibt-045) MUST occur maximum once. [IBT-045],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-112.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name,INVALID (fires ibr-112),ibr-112,BASE,IBT-045,Buyer trader name (ibt-045) MUST occur maximum once.,schematron,FAIL,ibr-112,VERIFIED,schematron BASE,
NEG:ibr-co-15,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-co-15: Invoice total amount with Tax (ibt-112) = Invoice total amount without Tax (ibt-109) + Invoice total Tax amount (ibt-110 [IBT-109,IBT-110,IBT-112]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-co-15.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount = 99999.99,INVALID (fires ibr-co-15),ibr-co-15,BASE,"IBT-109,IBT-110,IBT-112",Invoice total amount with Tax (ibt-112) = Invoice total amount without Tax (ibt-109) + Invoice total Tax amount (ibt-110,schematron,FAIL,ibr-co-15;ibr-co-16,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-co-16): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-sr-16,Negative,per-assert,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-sr-16: Buyer identifier (ibt-046) MUST occur maximum once [IBT-046],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-sr-16.xml,seed=pint-invoice/Standard tax invoice.xml ; add cac:AccountingCustomerParty/cac:Party (<cac:PartyIdentification><cbc:ID>A</cbc:ID></cac:PartyIdentification><cac:PartyIdentification><cbc:ID>B</cbc:ID></cac:PartyIdentification>),INVALID (fires ibr-sr-16),ibr-sr-16,BASE,IBT-046,Buyer identifier (ibt-046) MUST occur maximum once,schematron,FAIL,ibr-sr-16,VERIFIED,schematron BASE,
NEG:ibr-sr-39,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-sr-39: Project reference (ibt-011) MUST occur maximum once. [IBT-011],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-sr-39.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:ProjectReference/cbc:ID,INVALID (fires ibr-sr-39),ibr-sr-39,BASE,IBT-011,Project reference (ibt-011) MUST occur maximum once.,schematron,FAIL,ibr-sr-39,VERIFIED,schematron BASE,
NEG:ibr-sr-49,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-sr-49: Value tax point date (ibt-007) MUST occur maximum once [IBT-007],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-sr-49.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:InvoicePeriod/cbc:DescriptionCode,INVALID (fires ibr-sr-49),ibr-sr-49,BASE,IBT-007,Value tax point date (ibt-007) MUST occur maximum once,schematron,FAIL,ibr-sr-49,VERIFIED,schematron BASE,
NEG:ibr-sr-51,Negative,per-assert,Cardinality,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-sr-51: Note (ibt-022) MUST occur maximum once [IBT-022],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-sr-51.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cbc:Note,INVALID (fires ibr-sr-51),ibr-sr-51,BASE,IBT-022,Note (ibt-022) MUST occur maximum once,schematron,FAIL,ibr-sr-51,VERIFIED,schematron BASE,
NEG:ibr-sr-52,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-sr-52: Tender or lot reference (ibt-017) MUST occur maximum once [IBT-017],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-sr-52.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; dup /ubl:Invoice/cac:OriginatorDocumentReference/cbc:ID,INVALID (fires ibr-sr-52),ibr-sr-52,BASE,IBT-017,Tender or lot reference (ibt-017) MUST occur maximum once,schematron,FAIL,ibr-sr-52,VERIFIED,schematron BASE,
NEG:ibr-021,Negative,per-assert,Item/Classification,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-021: Each Invoice line (ibg-25) MUST have an Invoice line identifier (ibt-126). [IBG-25,IBT-126]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-021.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:InvoiceLine/cbc:ID,INVALID (fires ibr-021),ibr-021,BASE,"IBG-25,IBT-126",Each Invoice line (ibg-25) MUST have an Invoice line identifier (ibt-126).,schematron,FAIL,ibr-021,VERIFIED,schematron BASE,
NEG:ibr-022,Negative,per-assert,Item/Classification,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-022: Each Invoice line (ibg-25) MUST have an invoiced quantity (ibt-129).. [IBG-25,IBT-129]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-022.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:InvoiceLine/cbc:InvoicedQuantity,INVALID (fires ibr-022),ibr-022,BASE,"IBG-25,IBT-129",Each Invoice line (ibg-25) MUST have an invoiced quantity (ibt-129)..,schematron,FAIL,ibr-022;ibr-023;ibr-147-ae,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-023;ibr-147-ae): arithmetic cascade — the changed/removed amount feeds the co-fired total/derivation rules
NEG:ibr-023,Negative,per-assert,Codelist-Value,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-023: An Invoice line (ibg-25) MUST have an Invoiced quantity unit of measure code (ibt-130). [IBG-25,IBT-130]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-023.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode,INVALID (fires ibr-023),ibr-023,BASE,"IBG-25,IBT-130",An Invoice line (ibg-25) MUST have an Invoiced quantity unit of measure code (ibt-130).,schematron,FAIL,ibr-023;ibr-088,VERIFIED,schematron BASE,co-fires EXPECTED (ibr-088): arithmetic cascade — the changed/removed amount feeds the co-fired total/derivation rules
NEG:ibr-024,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-024: Each Invoice line (ibg-25) MUST have an Invoice line net amount (ibt-131). [IBG-25,IBT-131]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-024.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:InvoiceLine/cbc:LineExtensionAmount,INVALID (fires ibr-024),ibr-024,BASE,"IBG-25,IBT-131",Each Invoice line (ibg-25) MUST have an Invoice line net amount (ibt-131).,schematron,FAIL,aligned-ibrp-ae-08-ae;aligned-ibrp-e-08;aligned-ibrp-o-08;aligned-ibrp-s-08;aligned-ibrp-z-08;ibr-024;ibr-147-ae;ibr-co-10,VERIFIED,schematron BASE,co-fires EXPECTED (aligned-ibrp-ae-08-ae;aligned-ibrp-e-08;aligned-ibrp-o-08;aligned-ibrp-s-08;aligned-ibrp-z-08;ibr-147-ae;ibr-co-10): arithmetic cascade — the changed/removed amount feeds the co-fired total/derivation rules
NEG:ibr-025,Negative,per-assert,Item/Classification,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-025: Each Invoice line (ibg-25) MUST contain the Item name (ibt-153). [IBG-25,IBT-153]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-025.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:InvoiceLine/cac:Item/cbc:Name,INVALID (fires ibr-025),ibr-025,BASE,"IBG-25,IBT-153",Each Invoice line (ibg-25) MUST contain the Item name (ibt-153).,schematron,FAIL,ibr-025,VERIFIED,schematron BASE,
NEG:ibr-026,Negative,per-assert,Item/Classification,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-026: Each Invoice line (ibg-25) MUST contain the Item net price (ibt-146). [IBG-25,IBT-146]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-026.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del cac:InvoiceLine/cac:Price/cbc:PriceAmount,INVALID (fires ibr-026),ibr-026,BASE,"IBG-25,IBT-146",Each Invoice line (ibg-25) MUST contain the Item net price (ibt-146).,schematron,FAIL,aligned-ibrp-004;ibr-026;ibr-027;ibr-147-ae,VERIFIED,schematron BASE,co-fires EXPECTED (aligned-ibrp-004;ibr-027;ibr-147-ae): arithmetic cascade — the changed/removed amount feeds the co-fired total/derivation rules
NEG:ibr-027,Negative,per-assert,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-027: The Item net price (ibt-146) MUST NOT be negative. [IBT-146],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-027.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:InvoiceLine/cac:Price/cbc:PriceAmount = -5,INVALID (fires ibr-027),ibr-027,BASE,IBT-146,The Item net price (ibt-146) MUST NOT be negative.,schematron,FAIL,aligned-ibrp-004;ibr-027;ibr-147-ae,VERIFIED,schematron BASE,co-fires EXPECTED (aligned-ibrp-004;ibr-147-ae): arithmetic cascade — the changed/removed amount feeds the co-fired total/derivation rules
NEG:ibr-028,Negative,per-assert,Allowance-Charge,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-028: The Item gross price (ibt-148) MUST NOT be negative. [IBT-148],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-028.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:BaseAmount = -5,INVALID (fires ibr-028),ibr-028,BASE,IBT-148,The Item gross price (ibt-148) MUST NOT be negative.,schematron,FAIL,aligned-ibrp-004;ibr-028,VERIFIED,schematron BASE,co-fires EXPECTED (aligned-ibrp-004): in-family arithmetic/category cascade of the single injected fault
